관리코드,상품명,규격
159-82-10-01,이엔/적초생강(채),1.3kg*10
159-328-05-02,+이엔/가스오부시,500g*10
159-328-05-01,+이엔/하나가스오부시,500g*6
159-328-01-01,+이엔/하나가스부시/50g,50g*12
159-327-10-02,이엔/회전용간장,1.8kg*6
159-327-10-01,이엔/일식튀김용간장소스/1.8L,1.8L*6
159-327-01-03,이엔/미니회간장/5.6ml,5.6ml*160*10ea
159-327-01-02,이엔/미니만두초간장,5.6ml*185*10
159-327-01-01,이엔/미니간장,5.6ml*185*10
159-323-01-01,이엔/미니겨자소스,3g*200*10봉
159-300-140-01,이엔/참맛소스/14L,14L*1
159-300-10-03,이엔/돈부리타레소스1.8L,1.8L*6
159-300-10-02,이엔/메밀소바소스/1.8L,1.8L*6
159-300-10-01,이엔/초밥소스,1.8L*6
159-286-09-01,+이엔/냉동은행,900g*10
159-276-10-03,+이엔/단무지(홀)/압축/1kg(면세,1kg*10
159-276-10-02,+이엔/단무지(알밥용)(면세),1kg*10
159-276-10-01,+이엔/단무지(슬)압축/1kg(면세),1kg*10
159-261-30-03,이엔/락교SS-1/3kg,3kg*6
159-261-30-02,이엔/락교ss,3kg*6
159-261-30-01,이엔/락교/sss,3kg*6
159-261-20-01,이엔/락교/파우치,2.4kg*6
159-261-150-01,이엔/락교/SSS/15K,15kg
159-20-05-01,+이엔/풋콩/520g(면세),520g*15
159-171-02-01,이엔/시치미/240g*30,240g*30
159-167-01-01,이엔/미니식초소스,6g*200*10
159-133-07-01,이엔/905생와사비(국산)/냉동,700g*16
159-133-02-01,이엔/강와사비,200g*10*4
159-133-01-01,이엔/905/미니생와사비/냉동,(3g*200)*10
159-116-140-01,이엔/샤브샤브맛내기육수14L,14L*1
159-02-05-02,이엔/가스오후리가께(500g)/파랑,500g*10
159-02-05-01,이엔/노리후리가께(500g),500g*10
159-02-01-03,이엔/가스오후리가께(매운)/50g,50g*10*6
159-02-01-02,이엔/가스오후리가께50g/파랑,50g*60
159-02-01-01,이엔/노리후리가께50g,50g*60
15-88-10-01,사조/해표/재래압착참기름/1.8L,1.8L*8
15-87-10-01,사조/참치액/1.8L,1.8L*8ea
15-86-10-01,사조/참치1.88K,1.88K*6
158-276-10-01,+일미/쫄깃치자단무지(슬)(면세),1kg*6
158-15-30-01,+일미/오이피클(슬)델리원(면세),3kg*6
15-72-180-01,큐원/올바른콩식용유,18L*1
157-177-05-03,자라/링기니/500g,500g*20
157-177-05-02,자라3번/스파게티,500g*20
157-177-05-01,자라4번/스파게티,500g*20
156-300-20-01,제니스/레벤핫칠리소스,2kg*8
156-300-10-01,제니스/레벤우스타소스/1.8L/8입,1.8L*8ea
156-300-09-01,제니스/스테이크소스,930g*12
156-300-05-01,제니스/핫소스(510g)/大,510*20
156-300-02-01,제니스/스테이크소스/260g,260g*12
156-300-01-01,제니스/핫소스180ml/小,180ML*24
156-274-50-01,제니스/닭가루/20Kg,5kg*4ea
156-274-06-01,제니스/닭가루,680g*24
156-191-50-01,제니스/소가루(20K),5kg*4
156-06-10-01,제니스/레벤/혼다시,1kg*10
155-15-30-02,+제이쿱/오이피클/3kg(면세),3.1kg*6
155-15-30-01,제이쿱/오이피클/3Kg,3kg*6
155-131-30-01,제이쿱/아띠/완두콩/3kg,3kg*6
155-131-04-01,제이쿱/완두콩/400g,400g*24
154-98-20-01,중찬명가/볶음춘장/2.27K,2.27kg*6
154-98-140-01,중찬명가/춘장/14kg,14k*1
154-98-100-01,중찬명가/볶음춘장10kg,10kg*1
154-98-01-01,중찬명가/꼬마춘장/6g*500ea,6g*500ea
15-39-200-01,백설/튀김가루/20kg,20kg
153-78-20-01,쥬코/모짜렐라치즈/2.5kg,2.5kg*4
15-320-200-01,백설/고과당/25kg,25kg
153-146-05-01,쥬코/메디밀/연유,500g*20ea
15-314-10-01,사조해표/고추씨기름1.8L,1.8L*8
15-313-50-01,사조/고추장1회용/5kg,5kg*1(10g*500개)
15-308-20-01,사조/굴소스/2kg,2kg*8
15-300-20-03,사조/우동다시소스,2.15kg*8
15-300-20-02,사조/데리야끼소스/2kg,2kg*6ea
15-300-20-01,사조/스위트칠리소스/2kg,2kg*6ea
15-300-08-01,백설/비빔면소스/890g,890g*8
15-293-01-03,사조/김/미니도시락용/24팩,(10개*1팩)*24팩
15-293-01-02,+사조/김/전장김/10*100,10*100
15-293-01-01,사조/김밥김,10매*100개
15-269-10-01,사조/해표/들기름/1.8L/100%,1.8L*8ea
15-258-10-01,사조/런천미트쿡/1.8kg,1.8kg*6
15-252-01-01,백설/롱슈가,(5g*100)*10
15-245-150-01,사조/해표/고추맛기름/15L,15L*1
15-244-50-01,백설/맛소금/5kg*4,5kg*4
15-244-20-01,백설/맛소금2kg,2kg*6
15-239-10-01,백설 매실청 1kg,1kg*9
15-233-50-02,백설/맥아물엿/5k,5kg*3
15-233-50-01,사조/물엿5kg,5kg*3
15-233-20-01,사조/물엿2.4kg,2.4kg*6ea
15-233-200-01,백설/맥아이온물엿24kg,24kg*1
15-233-180-01,백설/맥아물엿/18kg,18kg
15-233-10-01,백설/맥아물엿(1.2kg),1.2kg*12
15-227-10-02,백설/조개다시다/1Kg,1kg*10
15-227-10-01,백설/멸치다시다/1kg,1kg*10
15-227-05-01,백설/조개다시다,500g*20
152-262-07-01,지록스/라임쥬스/750ml,750ml*12
15-223-30-01,+백설/중력1등급밀가루/3kg,3kg*6
15-223-20-01,+백설/찰밀가루,2.5K*6
15-223-200-02,+백설/중력밀가루20Kg,20kg
15-223-200-01,+큐원/밀가루(제빵전용),20K
15-223-10-02,+백설/밀가루/중력/1kg,1kg*10
15-223-10-01,+백설/밀가루/박력1등급/1kg,1kg*10
152-173-07-01,지록스/그라나딘,750ml*12
15-213-200-01,백설/부침가루/20kg,20kg
15-213-10-01,백설/부침가루,1kg*10
15-204-10-01,백설/빵가루/1kg,1kg*10
151-98-03-01,진미/춘장,300g*30
15-193-30-02,백설/황설탕3Kg/6入,3kg*6
15-193-30-01,큐원/황설탕3kg/8入,3kg*6
15-193-150-02,큐원/황설탕/15kg,15k*1
15-193-150-01,백설/황설탕15kg,15k*1
15-193-10-04,백설/자일로스 갈색설탕,1kg*12ea
15-193-10-03,백설/흑설탕16입,1kg*16
15-193-10-02,백설/백설탕(16입),1kg*16
15-193-10-01,큐원/황설탕(1Kg),1kg*20
15-190-30-02,+백설/천일염(3kg),3kg*4
15-190-30-01,*백설/꽃소금/3kg,3kg*6
15-190-10-01,+백설/꽃소금/1kg,1kg*10
15-187-01-01,백설/허브맛솔트/순한맛/100g*24,100g
15-168-10-01,사조해표/식용유/1.8L,1.8L*12
15-168-05-01,백설/식용유/500ml,500ml*20
15-162-140-01,+사조순창궁양념쌈장(면세),14kg
15-157-20-01,백설 아이미,2K*6
15-152-100-02,백설/소불고기양념,10kg
15-152-100-01,백설/돼지불고기양념,10kg
15-152-08-01,백설/소갈비양념(840g),840g*12
15-129-200-01,백설/요리당/25kg,25kg
15-128-30-01,사조/요리플러스/3kg,3kg*5
151-162-140-01,+진미/쌈장/14kg(면세),14kg
15-109-200-01,백설/저당/24kg,24kg
15-103-90-01,사조/조정(황엿)9kg,9kg*2
15-102-50-01,사조/조청(황엿)5kg,5kg*3
15-10-10-01,백설/핵산2.5%,1Kg*20
150-110-30-01,진산/살구쨈/3kg*6,3kg*6
150-07-30-01,진산/호박다이스(국산),3kg*6
149-206-30-01,진양/빙수팥,3kg*6
149-15-30-01,+진양/오이피클(면세),3kg*6
149-100-30-01,진양/죽순1호,3kg*6
149-100-04-01,진양/죽순4호,400g*24
148-81-130-01,진조미초장/13k,13k*1
147-233-80-01,참고을/야무진/맥이온물엿/8k,8k*1
146-311-10-02,참다음/매실원액/1.5L,1.5L*8
146-311-10-01,참다음/복분자원액/1.5L,1.5L*8
146-194-10-01,참다음/순석류,1.5L*8
146-166-10-01,참다음/식혜(1Kg),1kg*10
146-142-10-01,참다음/오미자/파낙스,1.5L*8
146-117-10-01,참다음/유자청,1.5L*8
146-112-10-01,참다음/로쏘189 자몽,1L*12
145-44-05-01,청담/터머릭,500g*12
145-275-08-01,청담/달팽이,850g*12
144-288-20-02,청림/아카시아꿀/청/2.4k,2.4K*8
143-55-10-01,청솔/볶은콩가루100%,1kg*10
143-311-10-01,청솔/오미자원액,1.5L*6ea
143-311-08-02,청솔/키위원액,835ml*12
143-311-08-01,청솔/오렌지원액,835ml*12ea
143-240-10-01,청솔/황금매실/1.5L,1.5L*6
143-229-10-01,청솔/미숫가루20곡(골드)/1kg,1kg*10
143-117-10-01,청솔/유자청/1.5kg,1.5kg*6
142-06-10-01,청수우동다시,1.8kg*8
141-269-10-01,청정들/들기름,1.8L*10
141-245-10-01,청정들/참맛기름,1.8L*10
140-93-10-01,초담원/짬뽕의신,1kg*12
140-90-10-01,초담원/모밀쯔유/1.8L,1.8L*8
140-83-10-01,초담원/유자초대리,1.1kg*12
140-327-100-01,초담원/무궁화간장10kg,10kg
140-300-20-04,초담원/불닭소스2.2kg,2.2kg*8
140-300-20-01,초담원/나가사끼짬뽕소스/2kg,2kg*8
140-300-10-01,초담원/우동소스(쯔유)/1.8L*8,1.8L*8
140-116-10-01,초담원/멸치육수1.8L,1.8L*8
140-06-10-01,초담원/오뎅다시,1.8L*8
139-89-20-01,초록원/유자차,2kg*6
139-89-10-11,초록원/꿀생강차,1kg*12ea
139-89-10-01,초록원/유자차/1Kg,1kg*12
138-248-04-01,초야/마늘가루/400g(70%),400g*20
138-199-01-01,초야/산초/40g*100개,40g*100개
138-195-04-01,초야/생강가루400g/70%,400g*20
137-184-20-01,칠갑/감자수제비,2kg*6
136-304-10-01,칠갑산/메밀면/1kg,1kg*15
135-302-04-02,카보트그라운드미트/민찌,450g*30
135-302-04-01,카보트그라운드비프/민찌/B,450g*30
134-134-10-01,카스텔로/올리브오일/버진1L,1L*12
133-79-10-01,칸스타/파마산치즈가루/kg,kg*10
132-78-20-03,코다노/피자치즈(레이),2.5Kg*4
132-78-20-02,코다노/피자치즈(DMC1)/50%/냉동,2.5kg*4
132-78-20-01,코다노/엔젤헤어모짜F/2kg,2kg*4ea
131-82-10-03,코우/초생강/채/적,1.3kg*10
131-82-10-02,코우/초생강/백/1.3kg,1.3kg*10
131-82-10-01,코우/초생강/채/백,1kg*10
131-40-05-01,코우/튀긴마늘슬라이스/500g,500g*12
131-328-05-02,+코우/하나가스오부시,500g*4
131-328-05-01,+코우/이도가스오부시,500g*4
131-328-02-01,+코우/하나가스오(중)200g,200g*10
131-328-01-01,+코우/하나가스오/60g,60g*20
131-327-01-01,+코우/붕어모양간장/4g(면세),4g(500ea)*6
131-300-10-01,코우/유타카 돈부리/1.8L,1.8L*6
131-271-10-01,코우/미소된장/적/아와세,1Kg*10
131-261-30-01,코우/락교3S파우치/3kg*4,3kg*4
131-153-04-01,+코우/야마고보(중국)면세,400g*20
131-149-04-01,코우/양파후레이크/400g,400g*10
131-133-07-01,코우/생와사비,750g*20
131-125-02-01,코우/히모카와우동면/넓적면,200g*20개
131-114-10-01,코우/신슈/고시고지(백색),1kg*10
131-113-10-01,코우/복신지/1kg,1kg*10
131-06-10-01,코우/혼다시/시마야,1kg*10
130-77-10-01,크노르치킨부용/유니레버,1K*6
130-76-10-01,크노르치킨파우더/유니레버,1K*6
130-300-10-01,크노르/홀란다이즈 소스,1L*6
130-235-10-01,크노르/몬다민루(화이트),1kg*6
127-300-60-01,타이시아/스위트칠리소스/6kg,6kg*3ea
126-327-10-01,+태명/야마사국간장/우스구찌(면,1.8L*6
126-296-10-01,태명/오꼬노미파우더/1kg,1kg*10
125-327-01-01,태산/미니간장/1회용,200ea*6
125-323-01-01,태산/1회용겨자/3g,200ea*6팩
125-190-01-03,태산/맛미니소금,3.5g*100ea*20봉
125-190-01-02,태산/순대소금/1회용,3.5g*200*10봉
125-190-01-01,태산/깨맛소금/1회용,3.5g*200*20봉
125-167-01-01,태산/맛미새코미/1회용/식초,5g*200개*6팩
125-01-10-01,+태산/흑후추분/1kg,1kg*15
125-01-100-01,+태산/백후추분/20Kg,10kg*2
125-01-04-04,+태산/흑후추홀(원두)/400g/SA,400g*20
125-01-04-03,+태산/흑후추분/400g,400g*20
125-01-04-02,+태산/백후추분/70%,400g*20
125-01-04-01,+태산/백후추/원두/400g,400g*20
125-01-02-01,+태산/흑후추분/200g,200g*50
124-111-01-08,태화/니트릴장갑/L/검정/100매,1box*10ea
124-111-01-07,태화/니트릴장갑/L/파랑/100매,1box*10ea
124-111-01-06,태화/니트릴장갑/M/검정/100매,1box*10ea
124-111-01-05,태화/니트릴장갑/M/파랑/100매,1box*10ea
124-111-01-04,태화/니트릴장갑/S/검정/100매,1box*10ea
124-111-01-03,태화/니트릴장갑/S/파랑/100매,1box*10ea
124-111-01-02,태화/라텍스장갑L/아이보리100매,1box*10ea
124-111-01-01,태화/라텍스장갑S/아이보리100매,1box*10ea
123-135-30-01,+토렌트/블랙올리브/슬(면세),3kg*6
122-214-10-01,튤립/촙트부대햄(A)/6입,1.8kg*6
121-214-10-01,튤립/런천부대햄B급/6입,1.81kg*6
120-326-200-01,티제이푸드/감자전분20kg/수입산,20kg*1
119-192-20-01,파트너/퐁퐁,2Kg*6
118-180-100-01,판타이/스위트칠리13.5kg,10L*1
117-326-200-01,팬다/감자전분/20kg,20kg
11-69-30-01,리치스/칵테일1호,3kg*6
11-69-08-01,리치스/칵테일2호/12入,12入*836g
116-278-01-01,풍전(아기표)/뉴슈가60G,60g*10*20
115-111-01-01,프레시원/위생장갑(200매),200매*40
114-134-50-01,프리모/포머스/올리브유(혼합),5L*4
113-50-10-01,프리츠/민락골드/휘핑크림,1L*12
11-305-50-01,라리/혼합유(5L),5L*4
11-259-05-01,라리/스파게티/오씨아니,500g*20
11-222-30-01,화남/밀감1호/3kg,3kg*6
11-222-08-01,화남/밀감2호/850g,850g*12
112-218-120-01,프리페어드에더블펫버터/PEF,12.5kg*1
11-206-30-01,리치스/빙수팥,3kg*6
111-91-10-01,+하나/쯔보즈케/1kg(면세),1kg*10
11-179-10-01,리치스/냉동스위트콘,1kg*10
11-167-50-01,라리발사믹식초/5L,5L*2
11-138-30-01,화남/옥수수3kg/태국산,3kg*6
11-138-20-01,리치스/옥수수1호,2.95K*6
11-138-04-02,화남/옥수수425g/태국산,425g*24
11-138-04-01,리치스/옥수수4호,425g*24
11-138-03-01,동원/옥수수4호/태국산,340g*24
11-135-30-01,리치스/그린올리브(홀),3kg*6
11-135-03-01,리치스/그린올리브/병,365g*12
11-134-10-01,라리/올리브유(버진),1L*12
111-300-10-01,하나/돈까스소스/1.8L,1.8L*9
111-196-10-01,+하나/샌기리다이꽁/알밥(면세),1kg*10
111-113-10-02,하나/시바스케/가지절임,1kg*10
111-113-10-01,하나/후쿠진스케/복신지,1kg*10
11-03-30-01,화남/황도1호(그리스)/3kg,3kg*6
11-03-08-01,화남/황도2절/그리스/820g,820g*12
11-03-04-01,화남/황도410g(슬)/그리스,410g*24
110-185-07-01,하늘청/수정과,790ml*10
110-166-07-01,하늘청식혜790ml,790ml*10
109-89-20-01,하루/유자차/고흥산,2kg*6
109-89-05-01,하루야마녹차파우다/500g,500g*20ea
109-40-05-01,하루튀긴마늘슬라이스,500g*12ea
108-192-180-01,하이/오븐크리너,18L
107-87-50-01,한라/참치액/5L,5L*1
107-87-10-01,한라/참치액(1.8L),1.8L*8
107-87-05-01,한라/참치액/500ml/20입,500ml*20
106-65-04-01,한상/캡사이신분말,400g*12
106-300-20-01,한상/치킨소스/순한맛/2.1kg,2.1kg*8ea
105-190-30-01,한주/소금3kg,3kg*6
105-190-200-01,한주소금/25kg,25kg*1
104-271-140-01,+합동/찌개된장(대)(면세),14kg
103-258-03-01,호멜/런천미트,340g*24
103-15-30-01,+해마루/오이피클(슬)(면세),3kg*6
102-273-140-03,화미/실속찰당면/14kg,14kg
102-273-140-02,화미/찰당면14kg/,14kg*1
102-273-140-01,화미/납작당면/14kg,14kg*1
102-273-10-01,화미/납작당면,1kg*10
102-236-05-01,화미/멸치가루/500g,500g*20
102-233-90-01,화미/이온물엿(9Kg),9kg*1
102-233-80-02,화미/이온물엿(8K),8k*1
102-233-80-01,화미/이온물엿/고백당/8kg,8kg*1
102-233-50-01,화미/이온물엿(5Kg),5kg*3
102-233-140-02,화미/이온물엿/고백당/14kg,14kg
102-233-140-01,화미/맥아물엿/14KG,14Kg
102-227-20-01,화미/다시다/실속 2kg,2kg*6
102-227-200-01,화미/다시다/골드/20kg,20kg*1
102-225-200-01,화미/베타믹스(돈까스용)/20Kg,20kg
102-204-80-01,화미/빵가루,8kg*1
101-98-04-01,화풍/두반장/하하/12입,435g*12
101-95-10-01,+화풍/짜사이/1kg,1kg*20
101-95-05-01,+화풍/짜사이/500g,500g*40
101-279-02-01,화풍/누룽지,284g*36
101-261-30-01,화풍/락교sss,3kg*6
101-251-05-01,화풍/리치,560g*24
101-234-20-01,화풍/물밤/마티,2.95kg*6
101-231-04-01,화풍/영콘,400g*24
101-219-30-03,화풍/표고버섯(홀),3kg*6
101-219-30-02,화풍/표고버섯(채),3kg*6
101-219-30-01,화풍/초고버섯(대),3kg*6
101-219-04-01,화풍/초고버섯,415g*24
101-186-01-01,화풍/송화단,160ea
101-151-30-02,화풍/양송이(홀),3kg*6
101-151-30-01,화풍/양송이(특편),3kg*6
101-150-04-02,화풍/양장피(기계),400g*20
101-150-04-01,화풍/양장피/수제작업,400g*20
101-150-02-01,화풍/양장피(채),250g*32
101-108-10-01,화풍/적체리(꼭지)대,1.88kg*6
101-108-04-02,화풍/적체리(꼭지)소,400g*12
101-108-04-01,화풍/적체리(소),400g*12
101-100-30-02,화풍/죽순채,3kg*6
101-100-30-01,화풍/죽순편,3kg*6
101-100-20-02,화풍/죽순(홀),2.95kg*6
101-100-20-01,화풍/동죽순,2840g*6
100-309-10-01,흥국/청포도샤인머스켓,1L*12EA
100-280-10-03,흥국/오렌지농축액/1.5L,1.5L*6EA
100-280-10-02,흥국/자몽농축액/1.5L,1.5L*6EA
100-280-10-01,흥국/애플망고농축액,1L*12
100-182-02-01,흥국/네오스무디(홍시),240g*10ea
100-147-10-01,흥국/라임에이드베이스,1kg*12
08-313-30-01,+해찬들/고추장/3k(면세),3kg*4
08-313-140-02,+해찬들/가득한고추장/14kg(면세,14kg
08-313-140-01,+해찬들/고추장/알찬/14kg(면세),14kg*1
08-271-140-01,+해찬들/된장/14k(면세),14kg*1
08-162-30-01,+해찬들/쌈장/3Kg,3kg*4
08-162-140-02,해찬들/쌈장/알찬/14kg,14kg*1
08-162-140-01,+해찬들/쌈장/14kg(면세),14kg*1
07-192-120-01,LG/하이퐁,12L*1
0000-89-20-01,고흥유자차/농협/다원,2kg*6ea
0000-84-05-01,체리가루/쿨에이드,538g*12
0000-78-20-01,모짜렐라/명세/갈바니/냉동,2.27kg*8
0000-78-10-02,파마산치즈덩어리/그라나파나노,1kg*10
0000-78-10-01,코다노후레쉬모짜렐라펄(1g),1kg*4ea
0000-72-180-01,씨와이프로카놀라유/18L 채종유,18L*1
0000-71-200-01,카라멜액상(부영),25kg
0000-67-10-02,+캐슈넛/베트남산/1kg,1kg*10
0000-67-10-01,+캐슈넛(인도산)/1kg,1kg*10
0000-56-200-01,+콘그릿스5호,25kg
0000-51-01-01,크린팩(대),(30*45)*50
0000-50-10-01,휘핑크림/홉라/무가당,1L*12EA
0000-327-180-01,+기꼬만간장(싱)18L,18L*1
0000-327-120-01,순창진간장/12L,12L
0000-327-10-03,*해선간장/1.75L*6(면세),1.75L
0000-327-10-02,+매크로)기꼬만간장1.8L,1.8L*6
0000-327-10-01,+매크로)기꼬만간장1L,1L*15
0000-321-05-02,통계피/500g(30팩),500g*30
0000-321-05-01,+통계피/500g*30팩(면세),500g*30
0000-317-10-01,프로찜,1kg*15
0000-315-10-01,+건고추/베트남/1Kg/10입,1kg*10
0000-302-04-01,카보트소세지,454g*24
0000-299-04-01,크림콘(옥수수죽),400g*24
0000-29-01-01,페이퍼타올(유림),100g*40
0000-290-10-01,+참깨가루/분말/1kg,1kg*10
0000-27-20-01,슈가데일페퍼로니/2.27kg,2.27kg*4
0000-263-140-01,프로라드유/14kg,14kg
0000-263-130-01,중화유(라드/97%)/프로돈지,13kg
0000-259-01-05,10/13홀더(무지),100*10
0000-259-01-04,12/16온스검정리드(개페),100ea*10줄
0000-259-01-03,랩/이츠웰(30cm),30cm*500m
0000-259-01-02,랩/공업용/500m,50*500m*4
0000-259-01-01,랩/이츠웰(50cm),50cm*500m
0000-249-04-01,홈버터린,450g*20
0000-245-10-01,청/참고소한기름/1.8*10,1.8
0000-241-10-01,망고푸딩(1kg*10),1kg*10
0000-229-200-01,미숫가루/뚜레반12곡/20kg,20kg
0000-229-10-01,미숫가루/뚜레반12곡,1kg
0000-227-200-01,글루탄산나트륨(MSG),25kg
0000-219-10-01,+백목이버섯(6입),1Kg*6ea
0000-218-200-01,버터/데어리스프레드,25kg
0000-217-04-01,+슈가데일/베이컨/454g,454g*24
0000-211-200-01,isp(분리대두단백),20kg
0000-21-05-01,생선두부튀김(푸치오)냉동-모노,500g*10
0000-209-10-02,땅콩분태(볶음)/1kg(10입),1kg*10ea
0000-209-10-01,볶음땅콩분태/1kg(20입),1kg*20ea
0000-198-04-01,+민물새우/400g,400g*20팩
0000-193-150-01,설탕/쌍백당/15kg,15kg*1
0000-193-01-01,스틱설탕/TS/5g*100ea*10pk,5g*100ea*10pk
0000-192-200-02,다모아식기세제,20kg
0000-192-200-01,다모아식기린스,20kg
0000-192-10-02,비타민B1 라우릴황산염,1kg
0000-192-10-01,옥시크린(1Kg),1kg*2*6
0000-190-30-02,꽃소금3kg,3kg*7
0000-190-30-01,+굵은소금/천일염/3kg/면세,3kg*8ea
0000-190-200-01,+꽃소금20k(국산),20k
0000-190-150-01,꽃소금15kg/포,15kg
0000-190-10-01,꽃소금/1Kg,1kg*20
0000-188-200-01,솔비톨(분말),25kg
0000-18-10-01,+피스타치오(탈각),1kg*10ea
0000-173-01-01,슈가시럽펌프/8ml,8ml*100ea
0000-170-200-01,식소다,25K
0000-168-180-02,일등(맑은)식용유,18L
0000-168-180-01,OK골드식용유(18L),18L
0000-16-10-01,+피칸반태,1kg
0000-143-90-01,훈제오리완포/9kg,9kg*1
0000-137-150-02,캡시컴 올레오레진(100만),15kg
0000-137-150-01,파프리카올레오레진,15kg
0000-132-50-02,"와인(팩,백색)",5L*4
0000-132-50-01,"와인(팩,적색)",5L*4
0000-123-10-01,에탄올워셔액(8입),1.8L*8
0000-122-10-01,원두(트랜드)mg,1kg*10
0000-118-01-01,유산지12인치/피자용(300),1000매*1(묶음)
0000-111-10-01,미용장갑(L)/대,L/대
0000-11-01-01,해동지,2겹_420*365mm_100매*10개입 EA
0000-07-30-01,호박다이스(중국산),3kg*6
0000-01-200-01,*흑후추분말(세라식품),20kg
97-193-30-01,삼양사) 백설탕3kg,3kg*8
15-03-12,스팸기획 클래식200g(3입),(200g+3)*12
